1.Region,2.Region,3.Country,year,type,value
Europe Total,EU Sub-Total,Slovak Rep.,2017,Cars,974231 
Europe Total,EU Sub-Total,Slovenia,2017,Cars,189850 
Europe Total,Other Europe Sub-Total,Russia,2017,Cars,1348029 
Europe Total,Other Europe Sub-Total,Serbia,2017,Cars,74450 
Europe Total,Other Europe Sub-Total,Ukraine,2017,Cars,7296 
Europe Total,Other Europe Sub-Total,Uzbekistan,2017,Cars,112975 
Europe Total,Other Europe Sub-Total,Others,2017,Cars,20369 
Asia Total,Asia & Pacific Sub-Total,China,2017,Cars,24806687 
Asia Total,Asia & Pacific Sub-Total,India,2017,Cars,3949338 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2017,Cars,982356 
Asia Total,Asia & Pacific Sub-Total,Japan,2017,Cars,8347836 
Asia Total,Asia & Pacific Sub-Total,Korea,2017,Cars,3735399 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2017,Cars,459558 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2017,Cars,183886 
Asia Total,Asia & Pacific Sub-Total,Philippines,2017,Cars,55525 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2017,Cars,177318 
Asia Total,Asia & Pacific Sub-Total,Thailand,2017,Cars,818440 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2017,Cars,146994 
Asia Total,Asia & Pacific Sub-Total,Australia,2017,Cars,88167 
America Total,South America Sub-Total,Argentina,2017,Cars,203700 
America Total,South America Sub-Total,Brazil,2017,Cars,2269468 
America Total,South America Sub-Total,Colombia,2017,Cars,73904 
America Total,South America Sub-Total,Ecuador,2017,Cars,19459 
America Total,South America Sub-Total,Venezuela,2017,Cars,405 
Asia Total,Middle East Sub-Total,Egypt,2017,Cars,46436 
Asia Total,Middle East Sub-Total,Iran,2017,Cars,1418550 
Asia Total,Middle East Sub-Total,Turkey,2017,Cars,1120839 
Africa Total,Africa Sub-Total,Morocco,2017,Cars,341802 
Africa Total,Africa Sub-Total,S. Africa Rep.,2017,Cars,321358 
World Total,World Total,World Total,2017,Cars,73822103 
America Total,N. America Sub-Total,Canada,2017,CVs,1442955 
America Total,N. America Sub-Total,U.S.A.,2017,CVs,8156769 
America Total,N. America Sub-Total,Mexico,2017,CVs,2169287 
Europe Total,EU Sub-Total,Austria,2017,CVs,17600 
Europe Total,EU Sub-Total,Belgium,2017,CVs,43160 
Europe Total,EU Sub-Total,Finland,2017,CVs,-
Europe Total,EU Sub-Total,France,2017,CVs,530980 
Europe Total,EU Sub-Total,Germany,2017,CVs,424683 
Europe Total,EU Sub-Total,Italy,2017,CVs,399568 
Europe Total,EU Sub-Total,Netherlands,2017,CVs,80450 
Europe Total,EU Sub-Total,Portugal,2017,CVs,49118 
Europe Total,EU Sub-Total,Spain,2017,CVs,598051 
Europe Total,EU Sub-Total,Sweden,2017,CVs,49550 
Europe Total,EU Sub-Total,U.K.,2017,CVs,123395 
Europe Total,EU Sub-Total,Czech Rep.,2017,CVs,6112 
Europe Total,EU Sub-Total,Hungary,2017,CVs,3400 
Europe Total,EU Sub-Total,Poland,2017,CVs,170494 
Europe Total,EU Sub-Total,Romania,2017,CVs,8911 
Europe Total,EU Sub-Total,Slovak Rep.,2017,CVs,-
Europe Total,EU Sub-Total,Slovenia,2017,CVs,-
Europe Total,Other Europe Sub-Total,Russia,2017,CVs,203264 
Europe Total,Other Europe Sub-Total,Serbia,2017,CVs,550 
Europe Total,Other Europe Sub-Total,Ukraine,2017,CVs,2246 
Europe Total,Other Europe Sub-Total,Uzbekistan,2017,CVs,27272 
Europe Total,Other Europe Sub-Total,Others,2017,CVs,12130 
Asia Total,Asia & Pacific Sub-Total,China,2017,CVs,4208747 
Asia Total,Asia & Pacific Sub-Total,India,2017,CVs,830511 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2017,CVs,234259 
Asia Total,Asia & Pacific Sub-Total,Japan,2017,CVs,1342838 
Asia Total,Asia & Pacific Sub-Total,Korea,2017,CVs,379514 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2017,CVs,40081 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2017,CVs,66854 
Asia Total,Asia & Pacific Sub-Total,Philippines,2017,CVs,85727 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2017,CVs,114245 
Asia Total,Asia & Pacific Sub-Total,Thailand,2017,CVs,1170383 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2017,CVs,103625 
Asia Total,Asia & Pacific Sub-Total,Australia,2017,CVs,4200 
America Total,South America Sub-Total,Argentina,2017,CVs,268458 
America Total,South America Sub-Total,Brazil,2017,CVs,430204 
America Total,South America Sub-Total,Colombia,2017,CVs,1090 
America Total,South America Sub-Total,Ecuador,2017,CVs,19760 
America Total,South America Sub-Total,Venezuela,2017,CVs,1369 
Asia Total,Middle East Sub-Total,Egypt,2017,CVs,26780 
Asia Total,Middle East Sub-Total,Iran,2017,CVs,96846 
Asia Total,Middle East Sub-Total,Turkey,2017,CVs,552825 
Africa Total,Africa Sub-Total,Morocco,2017,CVs,34484 
Africa Total,Africa Sub-Total,S. Africa Rep.,2017,CVs,268593 
World Total,World Total,World Total,2017,CVs,24801338 
America Total,N. America Sub-Total,Canada,2013,Cars,965191 
America Total,N. America Sub-Total,U.S.A.,2013,Cars,4368835 
America Total,N. America Sub-Total,Mexico,2013,Cars,1771987 
Europe Total,EU Sub-Total,Austria,2013,Cars,146566 
Europe Total,EU Sub-Total,Belgium,2013,Cars,465504 
Europe Total,EU Sub-Total,Finland,2013,Cars,7609 
Europe Total,EU Sub-Total,France,2013,Cars,1458377 
Europe Total,EU Sub-Total,Germany,2013,Cars,5439904 
Europe Total,EU Sub-Total,Italy,2013,Cars,388465 
Europe Total,EU Sub-Total,Netherlands,2013,Cars,-
Europe Total,EU Sub-Total,Portugal,2013,Cars,109698 
Europe Total,EU Sub-Total,Spain,2013,Cars,1719700 
Europe Total,EU Sub-Total,Sweden,2013,Cars,161080 
Europe Total,EU Sub-Total,U.K.,2013,Cars,1509762 
Europe Total,EU Sub-Total,Czech Rep.,2013,Cars,1126386 
Europe Total,EU Sub-Total,Hungary,2013,Cars,322117 
Europe Total,EU Sub-Total,Poland,2013,Cars,475149 
Europe Total,EU Sub-Total,Romania,2013,Cars,410959 
Europe Total,EU Sub-Total,Slovak Rep.,2013,Cars,987718 
Europe Total,EU Sub-Total,Slovenia,2013,Cars,93733 
Europe Total,Other Europe Sub-Total,Russia,2013,Cars,1919635 
Europe Total,Other Europe Sub-Total,Serbia,2013,Cars,73000 
Europe Total,Other Europe Sub-Total,Ukraine,2013,Cars,45758 
Europe Total,Other Europe Sub-Total,Uzbekistan,2013,Cars,223799 
Europe Total,Other Europe Sub-Total,Others,2013,Cars,40022 
Asia Total,Asia & Pacific Sub-Total,China,2013,Cars,18084169 
Asia Total,Asia & Pacific Sub-Total,India,2013,Cars,3181994 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2013,Cars,925066 
Asia Total,Asia & Pacific Sub-Total,Japan,2013,Cars,8189323 
Asia Total,Asia & Pacific Sub-Total,Korea,2013,Cars,4122604 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2013,Cars,543892 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2013,Cars,121234 
Asia Total,Asia & Pacific Sub-Total,Philippines,2013,Cars,26490 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2013,Cars,291037 
Asia Total,Asia & Pacific Sub-Total,Thailand,2013,Cars,1071076 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2013,Cars,36066 
Asia Total,Asia & Pacific Sub-Total,Australia,2013,Cars,180773 
America Total,South America Sub-Total,Argentina,2013,Cars,506539 
America Total,South America Sub-Total,Brazil,2013,Cars,2954711 
America Total,South America Sub-Total,Colombia,2013,Cars,116446 
America Total,South America Sub-Total,Ecuador,2013,Cars,32552 
America Total,South America Sub-Total,Venezuela,2013,Cars,37497 
America Total,South America Sub-Total,Others,2013,Cars,10916 
Asia Total,Middle East Sub-Total,Egypt,2013,Cars,54776 
Asia Total,Middle East Sub-Total,Iran,2013,Cars,624749 
Asia Total,Middle East Sub-Total,Turkey,2013,Cars,633604 
Africa Total,Africa Sub-Total,Morocco,2013,Cars,146842 
Africa Total,Africa Sub-Total,S. Africa Rep.,2013,Cars,265247 
World Total,World Total,World Total,2013,Cars,66388557 
America Total,N. America Sub-Total,Canada,2013,CVs,1414643 
America Total,N. America Sub-Total,U.S.A.,2013,CVs,6697597 
America Total,N. America Sub-Total,Mexico,2013,CVs,1282862 
Europe Total,EU Sub-Total,Austria,2013,CVs,19862 
Europe Total,EU Sub-Total,Belgium,2013,CVs,38000 
Europe Total,EU Sub-Total,Finland,2013,CVs,-
Europe Total,EU Sub-Total,France,2013,CVs,325113 
Europe Total,EU Sub-Total,Germany,2013,CVs,437418 
Europe Total,EU Sub-Total,Italy,2013,CVs,269742 
Europe Total,EU Sub-Total,Netherlands,2013,CVs,67390 
Europe Total,EU Sub-Total,Portugal,2013,CVs,44318 
Europe Total,EU Sub-Total,Spain,2013,CVs,443638 
Europe Total,EU Sub-Total,Sweden,2013,CVs,37500 
Europe Total,EU Sub-Total,U.K.,2013,CVs,87671 
Europe Total,EU Sub-Total,Czech Rep.,2013,CVs,6545 
Europe Total,EU Sub-Total,Hungary,2013,CVs,2500 
Europe Total,EU Sub-Total,Poland,2013,CVs,112668 
Europe Total,EU Sub-Total,Romania,2013,CVs,38 
Europe Total,EU Sub-Total,Slovak Rep.,2013,CVs,-
Europe Total,EU Sub-Total,Slovenia,2013,CVs,-
Europe Total,Other Europe Sub-Total,Russia,2013,CVs,255675 
Europe Total,Other Europe Sub-Total,Serbia,2013,CVs,200 
Europe Total,Other Europe Sub-Total,Ukraine,2013,CVs,4724 
Europe Total,Other Europe Sub-Total,Uzbekistan,2013,CVs,22842 
Europe Total,Other Europe Sub-Total,Others,2013,CVs,24195 
Asia Total,Asia & Pacific Sub-Total,China,2013,CVs,4032656 
Asia Total,Asia & Pacific Sub-Total,India,2013,CVs,750531 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2013,CVs,283099 
Asia Total,Asia & Pacific Sub-Total,Japan,2013,CVs,1440858 
Asia Total,Asia & Pacific Sub-Total,Korea,2013,CVs,398825 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2013,CVs,57515 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2013,CVs,20911 
Asia Total,Asia & Pacific Sub-Total,Philippines,2013,CVs,52679 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2013,CVs,47683 
Asia Total,Asia & Pacific Sub-Total,Thailand,2013,CVs,1385981 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2013,CVs,60626 
Asia Total,Asia & Pacific Sub-Total,Australia,2013,CVs,29765 
America Total,South America Sub-Total,Argentina,2013,CVs,284468 
America Total,South America Sub-Total,Brazil,2013,CVs,783737 
America Total,South America Sub-Total,Colombia,2013,CVs,13101 
America Total,South America Sub-Total,Ecuador,2013,CVs,33547 
America Total,South America Sub-Total,Venezuela,2013,CVs,34256 
America Total,South America Sub-Total,Others,2013,CVs,5030 
Asia Total,Middle East Sub-Total,Egypt,2013,CVs,37414 
Asia Total,Middle East Sub-Total,Iran,2013,CVs,112312 
Asia Total,Middle East Sub-Total,Turkey,2013,CVs,491930 
Africa Total,Africa Sub-Total,Morocco,2013,CVs,20610 
Africa Total,Africa Sub-Total,S. Africa Rep.,2013,CVs,273303 
World Total,World Total,World Total,2013,CVs,22245978 
America Total,N. America Sub-Total,Canada,2014,Cars,913533 
America Total,N. America Sub-Total,U.S.A.,2014,Cars,4253098 
America Total,N. America Sub-Total,Mexico,2014,Cars,1915709 
Europe Total,EU Sub-Total,Austria,2014,Cars,135126 
Europe Total,EU Sub-Total,Belgium,2014,Cars,481636 
Europe Total,EU Sub-Total,Finland,2014,Cars,45000 
Europe Total,EU Sub-Total,France,2014,Cars,1499471 
Europe Total,EU Sub-Total,Germany,2014,Cars,5604026 
Europe Total,EU Sub-Total,Italy,2014,Cars,401317 
Europe Total,EU Sub-Total,Netherlands,2014,Cars,29000 
Europe Total,EU Sub-Total,Portugal,2014,Cars,117744 
Europe Total,EU Sub-Total,Spain,2014,Cars,1898342 
Europe Total,EU Sub-Total,Sweden,2014,Cars,154174 
Europe Total,EU Sub-Total,U.K.,2014,Cars,1528148 
Europe Total,EU Sub-Total,Czech Rep.,2014,Cars,1244206 
Europe Total,EU Sub-Total,Hungary,2014,Cars,431889 
Europe Total,EU Sub-Total,Poland,2014,Cars,470914 
Europe Total,EU Sub-Total,Romania,2014,Cars,391422 
Europe Total,EU Sub-Total,Slovak Rep.,2014,Cars,972674 
Europe Total,EU Sub-Total,Slovenia,2014,Cars,118591 
Europe Total,Other Europe Sub-Total,Russia,2014,Cars,1692505 
Europe Total,Other Europe Sub-Total,Serbia,2014,Cars,120200 
Europe Total,Other Europe Sub-Total,Ukraine,2014,Cars,25941 
Europe Total,Other Europe Sub-Total,Uzbekistan,2014,Cars,206493 
Europe Total,Other Europe Sub-Total,Others,2014,Cars,44507 
Asia Total,Asia & Pacific Sub-Total,China,2014,Cars,19919795 
Asia Total,Asia & Pacific Sub-Total,India,2014,Cars,3186015 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2014,Cars,1013172 
Asia Total,Asia & Pacific Sub-Total,Japan,2014,Cars,8277070 
Asia Total,Asia & Pacific Sub-Total,Korea,2014,Cars,4124116 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2014,Cars,545122 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2014,Cars,125820 
Asia Total,Asia & Pacific Sub-Total,Philippines,2014,Cars,27070 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2014,Cars,332629 
Asia Total,Asia & Pacific Sub-Total,Thailand,2014,Cars,742678 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2014,Cars,50074 
Asia Total,Asia & Pacific Sub-Total,Australia,2014,Cars,149986 
America Total,South America Sub-Total,Argentina,2014,Cars,363711 
America Total,South America Sub-Total,Brazil,2014,Cars,2504117 
America Total,South America Sub-Total,Colombia,2014,Cars,115640 
America Total,South America Sub-Total,Ecuador,2014,Cars,28634 
America Total,South America Sub-Total,Venezuela,2014,Cars,8004 
America Total,South America Sub-Total,Others,2014,Cars,7410 
Asia Total,Middle East Sub-Total,Egypt,2014,Cars,89477 
Asia Total,Middle East Sub-Total,Iran,2014,Cars,958335 
Asia Total,Middle East Sub-Total,Turkey,2014,Cars,733439 
Africa Total,Africa Sub-Total,Morocco,2014,Cars,209999 
Africa Total,Africa Sub-Total,S. Africa Rep.,2014,Cars,277491 
World Total,World Total,World Total,2014,Cars,68485470 
America Total,N. America Sub-Total,Canada,2014,CVs,1480621 
America Total,N. America Sub-Total,U.S.A.,2014,CVs,7407604 
America Total,N. America Sub-Total,Mexico,2014,CVs,1452301 
Europe Total,EU Sub-Total,Austria,2014,CVs,15600 
Europe Total,EU Sub-Total,Belgium,2014,CVs,35195 
Europe Total,EU Sub-Total,Finland,2014,CVs,-
Europe Total,EU Sub-Total,France,2014,CVs,357925 
Europe Total,EU Sub-Total,Germany,2014,CVs,447312 
Europe Total,EU Sub-Total,Italy,2014,CVs,296547 
Europe Total,EU Sub-Total,Netherlands,2014,CVs,65900 
Europe Total,EU Sub-Total,Portugal,2014,CVs,43765 
Europe Total,EU Sub-Total,Spain,2014,CVs,504636 
Europe Total,EU Sub-Total,Sweden,2014,CVs,33800 
Europe Total,EU Sub-Total,U.K.,2014,CVs,70731 
Europe Total,EU Sub-Total,Czech Rep.,2014,CVs,7014 
Europe Total,EU Sub-Total,Hungary,2014,CVs,2650 
Europe Total,EU Sub-Total,Poland,2014,CVs,117871 
Europe Total,EU Sub-Total,Romania,2014,CVs,12 
Europe Total,EU Sub-Total,Slovak Rep.,2014,CVs,-
Europe Total,EU Sub-Total,Slovenia,2014,CVs,-
Europe Total,Other Europe Sub-Total,Russia,2014,CVs,189591 
Europe Total,Other Europe Sub-Total,Serbia,2014,CVs,200 
Europe Total,Other Europe Sub-Total,Ukraine,2014,CVs,2810 
Europe Total,Other Europe Sub-Total,Uzbekistan,2014,CVs,39167 
Europe Total,Other Europe Sub-Total,Others,2014,CVs,17244 
Asia Total,Asia & Pacific Sub-Total,China,2014,CVs,3803095 
Asia Total,Asia & Pacific Sub-Total,India,2014,CVs,692445 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2014,CVs,285351 
Asia Total,Asia & Pacific Sub-Total,Japan,2014,CVs,1497595 
Asia Total,Asia & Pacific Sub-Total,Korea,2014,CVs,400816 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2014,CVs,51296 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2014,CVs,22705 
Asia Total,Asia & Pacific Sub-Total,Philippines,2014,CVs,61775 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2014,CVs,46594 
Asia Total,Asia & Pacific Sub-Total,Thailand,2014,CVs,1137329 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2014,CVs,83514 
Asia Total,Asia & Pacific Sub-Total,Australia,2014,CVs,25000 
America Total,South America Sub-Total,Argentina,2014,CVs,254118 
America Total,South America Sub-Total,Brazil,2014,CVs,668633 
America Total,South America Sub-Total,Colombia,2014,CVs,18840 
America Total,South America Sub-Total,Ecuador,2014,CVs,34055 
America Total,South America Sub-Total,Venezuela,2014,CVs,11755 
America Total,South America Sub-Total,Others,2014,CVs,9052 
Asia Total,Middle East Sub-Total,Egypt,2014,CVs,55144 
Asia Total,Middle East Sub-Total,Iran,2014,CVs,171829 
Asia Total,Middle East Sub-Total,Turkey,2014,CVs,437006 
Africa Total,Africa Sub-Total,Morocco,2014,CVs,21987 
Africa Total,Africa Sub-Total,S. Africa Rep.,2014,CVs,281550 
World Total,World Total,World Total,2014,CVs,22659980 
America Total,N. America Sub-Total,Canada,2015,Cars,888565 
America Total,N. America Sub-Total,U.S.A.,2015,Cars,4162310 
America Total,N. America Sub-Total,Mexico,2015,Cars,1968054 
Europe Total,EU Sub-Total,Austria,2015,Cars,105035 
Europe Total,EU Sub-Total,Belgium,2015,Cars,375574 
Europe Total,EU Sub-Total,Finland,2015,Cars,57000 
Europe Total,EU Sub-Total,France,2015,Cars,1570124 
Europe Total,EU Sub-Total,Germany,2015,Cars,5708138 
Europe Total,EU Sub-Total,Italy,2015,Cars,663139 
Europe Total,EU Sub-Total,Netherlands,2015,Cars,57000 
Europe Total,EU Sub-Total,Portugal,2015,Cars,115468 
Europe Total,EU Sub-Total,Spain,2015,Cars,2202348 
Europe Total,EU Sub-Total,Sweden,2015,Cars,188987 
Europe Total,EU Sub-Total,U.K.,2015,Cars,1587677 
Europe Total,EU Sub-Total,Czech Rep.,2015,Cars,1297431 
Europe Total,EU Sub-Total,Hungary,2015,Cars,525596 
Europe Total,EU Sub-Total,Poland,2015,Cars,534739 
Europe Total,EU Sub-Total,Romania,2015,Cars,387343 
Europe Total,EU Sub-Total,Slovak Rep.,2015,Cars,1038483 
Europe Total,EU Sub-Total,Slovenia,2015,Cars,129428 
Europe Total,Other Europe Sub-Total,Russia,2015,Cars,1215972 
Europe Total,Other Europe Sub-Total,Serbia,2015,Cars,82400 
Europe Total,Other Europe Sub-Total,Ukraine,2015,Cars,5654 
Europe Total,Other Europe Sub-Total,Uzbekistan,2015,Cars,143454 
Europe Total,Other Europe Sub-Total,Others,2015,Cars,20922 
Asia Total,Asia & Pacific Sub-Total,China,2015,Cars,21079427 
Asia Total,Asia & Pacific Sub-Total,India,2015,Cars,3408963 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2015,Cars,1024160 
Asia Total,Asia & Pacific Sub-Total,Japan,2015,Cars,7830722 
Asia Total,Asia & Pacific Sub-Total,Korea,2015,Cars,4135108 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2015,Cars,563883 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2015,Cars,182548 
Asia Total,Asia & Pacific Sub-Total,Philippines,2015,Cars,36395 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2015,Cars,298418 
Asia Total,Asia & Pacific Sub-Total,Thailand,2015,Cars,760688 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2015,Cars,75777 
Asia Total,Asia & Pacific Sub-Total,Australia,2015,Cars,152538 
America Total,South America Sub-Total,Argentina,2015,Cars,308756 
America Total,South America Sub-Total,Brazil,2015,Cars,2017831 
America Total,South America Sub-Total,Colombia,2015,Cars,88748 
America Total,South America Sub-Total,Ecuador,2015,Cars,21626 
America Total,South America Sub-Total,Venezuela,2015,Cars,4615 
America Total,South America Sub-Total,Others,2015,Cars,-
Asia Total,Middle East Sub-Total,Egypt,2015,Cars,70925 
Asia Total,Middle East Sub-Total,Iran,2015,Cars,892600 
Asia Total,Middle East Sub-Total,Turkey,2015,Cars,791027 
Africa Total,Africa Sub-Total,Morocco,2015,Cars,260129 
Africa Total,Africa Sub-Total,S. Africa Rep.,2015,Cars,341025 
World Total,World Total,World Total,2015,Cars,69376750 
America Total,N. America Sub-Total,Canada,2015,CVs,1394742 
America Total,N. America Sub-Total,U.S.A.,2015,CVs,7943180 
America Total,N. America Sub-Total,Mexico,2015,CVs,1597164 
Europe Total,EU Sub-Total,Austria,2015,CVs,16500 
Europe Total,EU Sub-Total,Belgium,2015,CVs,39782 
Europe Total,EU Sub-Total,Finland,2015,CVs,-
Europe Total,EU Sub-Total,France,2015,CVs,444956 
Europe Total,EU Sub-Total,Germany,2015,CVs,478226 
Europe Total,EU Sub-Total,Italy,2015,CVs,351084 
Europe Total,EU Sub-Total,Netherlands,2015,CVs,75550 
Europe Total,EU Sub-Total,Portugal,2015,CVs,41158 
Europe Total,EU Sub-Total,Spain,2015,CVs,530853 
Europe Total,EU Sub-Total,Sweden,2015,CVs,39000 
Europe Total,EU Sub-Total,U.K.,2015,CVs,94479 
Europe Total,EU Sub-Total,Czech Rep.,2015,CVs,6172 
Europe Total,EU Sub-Total,Hungary,2015,CVs,3650 
Europe Total,EU Sub-Total,Poland,2015,CVs,121167 
Europe Total,EU Sub-Total,Romania,2015,CVs,10 
Europe Total,EU Sub-Total,Slovak Rep.,2015,CVs,-
Europe Total,EU Sub-Total,Slovenia,2015,CVs,-
Europe Total,Other Europe Sub-Total,Russia,2015,CVs,162706 
Europe Total,Other Europe Sub-Total,Serbia,2015,CVs,1230 
Europe Total,Other Europe Sub-Total,Ukraine,2015,CVs,2590 
Europe Total,Other Europe Sub-Total,Uzbekistan,2015,CVs,41946 
Europe Total,Other Europe Sub-Total,Others,2015,CVs,9376 
Asia Total,Asia & Pacific Sub-Total,China,2015,CVs,3423899 
Asia Total,Asia & Pacific Sub-Total,India,2015,CVs,747681 
Asia Total,Asia & Pacific Sub-Total,Indonesia,2015,CVs,74620 
Asia Total,Asia & Pacific Sub-Total,Japan,2015,CVs,1447599 
Asia Total,Asia & Pacific Sub-Total,Korea,2015,CVs,420849 
Asia Total,Asia & Pacific Sub-Total,Malaysia,2015,CVs,50781 
Asia Total,Asia & Pacific Sub-Total,Pakistan,2015,CVs,47138 
Asia Total,Asia & Pacific Sub-Total,Philippines,2015,CVs,62373 
Asia Total,Asia & Pacific Sub-Total,Taiwan,2015,CVs,52667 
Asia Total,Asia & Pacific Sub-Total,Thailand,2015,CVs,1152314 
Asia Total,Asia & Pacific Sub-Total,Vietnam,2015,CVs,132791 
Asia Total,Asia & Pacific Sub-Total,Australia,2015,CVs,15000 
America Total,South America Sub-Total,Argentina,2015,CVs,234711 
America Total,South America Sub-Total,Brazil,2015,CVs,435791 
America Total,South America Sub-Total,Colombia,2015,CVs,13112 
America Total,South America Sub-Total,Ecuador,2015,CVs,27300 
America Total,South America Sub-Total,Venezuela,2015,CVs,13685 
America Total,South America Sub-Total,Others,2015,CVs,-
Asia Total,Middle East Sub-Total,Egypt,2015,CVs,56083 
Asia Total,Middle East Sub-Total,Iran,2015,CVs,84236 
Asia Total,Middle East Sub-Total,Turkey,2015,CVs,567769 
Africa Total,Africa Sub-Total,Morocco,2015,CVs,28200 
Africa Total,Africa Sub-Total,S. Africa Rep.,2015,CVs,269189 
World Total,World Total,World Total,2015,CVs,22753309 
America Total,N. America Sub-Total,Canada,2005,Cars,1406777 
America Total,N. America Sub-Total,U.S.A.,2005,Cars,4321272 
America Total,N. America Sub-Total,Mexico,2005,Cars,846048 
Europe Total,EU Sub-Total,Austria,2005,Cars,230505 
Europe Total,EU Sub-Total,Belgium,2005,Cars,895109 
Europe Total,EU Sub-Total,Finland,2005,Cars,21233 
Europe Total,EU Sub-Total,France,2005,Cars,3112961 
Europe Total,EU Sub-Total,Germany,2005,Cars,5350187 
Europe Total,EU Sub-Total,Italy,2005,Cars,725528 
Europe Total,EU Sub-Total,Netherlands,2005,Cars,115121 
Europe Total,EU Sub-Total,Portugal,2005,Cars,137602 
Europe Total,EU Sub-Total,Spain,2005,Cars,2098168 
Europe Total,EU Sub-Total,Sweden,2005,Cars,288659 
Europe Total,EU Sub-Total,U.K.,2005,Cars,1596356 
Europe Total,EU Sub-Total,Czech Rep.,2005,Cars,599472 
Europe Total,EU Sub-Total,Hungary,2005,Cars,148533 
Europe Total,EU Sub-Total,Poland,2005,Cars,527020 
Europe Total,EU Sub-Total,Romania,2005,Cars,174538 
Europe Total,EU Sub-Total,Slovak Rep.,2005,Cars,218349 
Europe Total,EU Sub-Total,Slovenia,2005,Cars,177951 
Europe Total,Other Europe Sub-Total,Russia,2005,Cars,1068764 
Europe Total,Other Europe Sub-Total,Serbia,2005,Cars,-
Europe Total,Other Europe Sub-Total,Ukraine,2005,Cars,207984 
Europe Total,Other Europe Sub-Total,Uzbekistan,2005,Cars,87512 
Europe Total,Other Europe Sub-Total,Others,2005,Cars,12575 
Asia Total,Asia & Pacific Sub-Total,China,2005,Cars,3941767 
Asia Total,Asia & Pacific Sub-Total,India,2005,Cars,999126 
